rep,mes,mk1,mk2,mk3,mk4,mutr,muta,mut_sp1,mut_sp2
39,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.34839e-07,6.45679e-07
40,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.59125e-07,1.17055e-07
41,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.3395e-07,5.4798e-07
42,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.24066e-07,3.72527e-07
43,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.96678e-07,1.322e-07
44,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.78526e-07,3.61914e-07
45,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.18878e-07,1.62567e-07
46,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.07774e-07,7.69241e-07
47,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.68141e-07,7.23917e-07
48,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.21808e-07,9.71601e-07
49,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.54112e-07,7.29533e-07
50,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.35125e-07,7.49759e-07
51,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.63479e-07,8.72599e-07
52,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.5181e-07,2.80588e-07
53,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.27451e-07,5.62222e-07
54,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.39144e-07,2.96522e-07
55,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.78695e-07,3.1258e-07
56,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.01873e-07,2.82194e-07
57,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.72757e-07,8.72909e-07
58,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.60435e-07,8.44678e-07
59,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.22108e-07,3.34042e-07
60,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.19972e-07,5.12586e-07
61,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.49828e-07,1.4184e-07
62,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.91222e-07,4.58013e-07
63,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.87973e-07,9.19419e-07
64,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.11108e-07,3.04506e-07
65,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.96488e-07,1.32213e-07
66,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.25314e-07,9.3308e-07
67,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.90511e-07,3.04767e-07
68,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.87069e-07,7.3338e-07
69,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.80351e-07,1.97293e-07
70,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.6556e-07,6.85512e-07
71,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.97344e-07,2.3908e-07
72,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.9007e-07,3.79519e-07
73,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.53642e-07,9.95187e-07
74,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.75845e-07,9.99075e-07
75,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.18054e-07,3.46654e-07
76,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.01927e-07,6.52476e-07
77,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.67726e-07,5.62895e-07
78,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.68701e-07,3.8471e-07
79,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.72326e-07,2.5763e-07
80,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.86246e-07,9.23945e-07
81,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.67537e-07,9.20425e-07
82,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.31755e-07,8.52458e-07
83,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.03418e-07,2.05738e-07
84,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.77733e-07,5.62249e-07
85,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.98889e-07,7.93243e-07
86,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.03056e-07,6.24036e-07
87,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.11866e-07,5.558e-07
88,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.31314e-07,5.47215e-07
89,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.51484e-07,6.50503e-07
90,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.77733e-07,8.71534e-07
91,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.21558e-07,6.07241e-07
92,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.76934e-07,8.215e-07
93,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.07638e-07,9.60827e-07
94,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.56173e-07,1.86949e-07
95,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.65376e-07,8.0735e-07
96,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.76204e-07,1.73777e-07
97,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.54607e-07,4.33658e-07
98,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.12154e-07,4.42478e-07
99,241,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.08308e-07,3.50658e-07
0,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.52215e-07,5.334e-07
1,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.00377e-07,2.9346e-07
2,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.95481e-07,8.03555e-07
3,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.18417e-07,5.08649e-07
4,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.03138e-07,8.44457e-07
5,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.442e-07,4.31448e-07
6,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.07166e-07,8.27371e-07
7,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.9613e-07,5.28839e-07
8,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.73522e-07,5.90263e-07
9,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.28687e-07,3.46967e-07
10,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.08741e-07,5.44471e-07
11,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.77627e-07,3.61658e-07
12,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.53438e-07,1.86155e-07
13,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.89266e-07,3.86957e-07
14,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.21727e-07,8.68662e-07
15,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.99964e-07,8.65157e-07
16,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.87048e-07,8.7087e-07
17,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.94777e-07,8.96512e-07
18,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.38517e-07,3.97334e-07
19,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.92558e-07,2.41883e-07
20,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.44291e-07,6.40507e-07
21,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.38813e-07,3.37136e-07
22,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.85111e-07,8.60585e-07
23,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.29612e-07,2.75537e-07
24,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.19622e-07,1.55667e-07
25,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.59456e-07,4.72866e-07
26,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.49876e-07,7.50952e-07
27,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.69472e-07,5.08882e-07
28,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.3323e-07,7.27529e-07
29,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.47271e-07,9.00354e-07
30,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.03747e-07,7.61353e-07
31,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.71797e-07,8.5165e-07
32,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.11879e-07,2.12648e-07
33,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.02712e-07,3.62786e-07
34,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.07004e-07,3.76892e-07
35,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.59248e-07,9.87786e-07
36,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.22957e-07,7.05072e-07
37,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.48165e-07,9.59807e-07
38,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.34764e-07,5.58277e-07
39,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.63269e-07,2.08914e-07
40,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.36533e-07,3.45237e-07
41,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.46563e-07,8.91287e-07
42,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.78261e-07,6.88061e-07
43,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.46221e-07,8.80712e-07
44,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.75658e-07,3.0281e-07
45,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.5582e-07,8.84708e-07
46,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.06734e-07,1.28237e-07
47,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.20189e-07,9.22588e-07
48,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.68798e-07,3.01212e-07
49,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.75688e-07,8.35852e-07
50,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.86926e-07,2.35722e-07
51,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.47375e-07,8.26085e-07
52,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.91016e-07,9.33923e-07
53,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.77797e-07,2.78575e-07
54,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.44655e-07,5.0581e-07
55,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.74049e-07,4.04913e-07
56,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.85579e-07,5.17248e-07
57,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.39742e-07,7.68995e-07
58,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.87871e-07,8.72411e-07
59,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.70344e-07,3.2035e-07
60,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.60442e-07,8.63131e-07
61,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.41469e-07,4.11723e-07
62,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.78929e-07,3.88882e-07
63,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.47895e-07,3.21799e-07
64,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.8464e-07,7.17166e-07
65,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.48437e-07,5.90215e-07
66,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.81799e-07,2.99499e-07
67,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.00198e-07,5.08596e-07
68,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.93714e-07,2.99295e-07
69,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.16097e-07,4.9577e-07
70,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.07587e-07,1.55676e-07
71,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.08991e-07,2.36129e-07
72,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.29234e-07,3.35438e-07
73,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.32263e-07,4.77461e-07
74,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.47987e-07,2.92422e-07
75,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.11216e-07,5.65676e-07
76,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.8019e-07,2.40723e-07
77,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.14104e-07,5.24417e-07
78,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.37227e-07,4.2394e-07
79,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.59421e-07,1.57189e-07
80,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.28336e-07,8.27715e-07
81,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.58449e-07,3.38888e-07
82,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.461e-07,2.75178e-07
83,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.25471e-07,8.48292e-07
84,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.22562e-07,7.49137e-07
85,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.13689e-07,5.61338e-07
86,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.80249e-07,7.49988e-07
87,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.36086e-07,2.54697e-07
88,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.06732e-07,4.45212e-07
89,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.45419e-07,8.66078e-07
90,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.89896e-07,2.43308e-07
91,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.0063e-07,1.01385e-07
92,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.1896e-07,8.95258e-07
93,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.86394e-07,7.71564e-07
94,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.82113e-07,7.18515e-07
95,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.61653e-07,1.79753e-07
96,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.40425e-07,5.64337e-07
97,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.27471e-07,8.86122e-07
98,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.49878e-07,2.64347e-07
99,242,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.86827e-07,7.63522e-07
0,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.79592e-07,7.31932e-07
1,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.49147e-07,8.59047e-07
2,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.74728e-07,6.96398e-07
3,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.69678e-07,9.63659e-07
4,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.33897e-07,8.2952e-07
5,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.21583e-07,7.05193e-07
6,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.2466e-07,5.01129e-07
7,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.98134e-07,8.35234e-07
8,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.15503e-07,4.02902e-07
9,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.53989e-07,9.89382e-07
10,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.87927e-07,6.20404e-07
11,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.00425e-07,8.6709e-07
12,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.92643e-07,6.39255e-07
13,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.13528e-07,3.68786e-07
14,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.99709e-07,1.50585e-07
15,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.76786e-07,3.64144e-07
16,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.41562e-07,2.39064e-07
17,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.66746e-07,2.54559e-07
18,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.75023e-07,3.59411e-07
19,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.91609e-07,4.17127e-07
20,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.57647e-07,3.4813e-07
21,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.07171e-07,4.16003e-07
22,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.12387e-07,9.04857e-07
23,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.86065e-07,6.14067e-07
24,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.35294e-07,4.18887e-07
25,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.1469e-07,7.49303e-07
26,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.90361e-07,9.94873e-07
27,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.68808e-07,9.43488e-07
28,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.69814e-07,7.0357e-07
29,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.01332e-07,9.22877e-07
30,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.70051e-07,4.14268e-07
31,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.02556e-07,9.79741e-07
32,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.88644e-07,8.9822e-07
33,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.38778e-07,2.08304e-07
34,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.93587e-07,7.76515e-07
35,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.59563e-07,3.76872e-07
36,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.60568e-07,8.26068e-07
37,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.20901e-07,4.57805e-07
38,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.47108e-07,2.14885e-07
39,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.98556e-07,5.23376e-07
40,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.27123e-07,6.66833e-07
41,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.88037e-07,1.58039e-07
42,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.81648e-07,7.3187e-07
43,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.67066e-07,1.70991e-07
44,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.7297e-07,8.26762e-07
45,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.60966e-07,9.8653e-07
46,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.96694e-07,6.47483e-07
47,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.20268e-07,2.64235e-07
48,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.64488e-07,8.4991e-07
49,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.37647e-07,1.13042e-07
50,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.50963e-07,3.34862e-07
51,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.84926e-07,3.71769e-07
52,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.10916e-07,4.50932e-07
53,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.40817e-07,6.43746e-07
54,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.392e-07,7.41398e-07
55,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.03156e-07,1.96062e-07
56,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.74754e-07,7.84854e-07
57,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.97909e-07,1.48333e-07
58,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.08139e-07,1.54359e-07
59,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.47614e-07,7.3636e-07
60,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.54065e-07,2.95592e-07
61,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.87692e-07,7.0982e-07
62,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.83169e-07,8.87009e-07
63,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.49457e-07,6.12774e-07
64,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.02634e-07,3.09572e-07
65,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.10246e-07,1.16392e-07
66,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.33316e-07,5.79023e-07
67,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.96027e-07,6.89375e-07
68,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.05693e-07,7.18307e-07
69,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.06877e-07,2.31887e-07
70,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.03048e-07,2.30262e-07
71,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.66592e-07,9.74427e-07
72,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.38751e-07,7.82395e-07
73,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.89238e-07,7.13646e-07
74,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.11133e-07,3.27052e-07
75,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.67913e-07,4.82159e-07
76,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.09799e-07,2.51776e-07
77,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.34869e-07,1.75614e-07
78,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.41472e-07,3.11499e-07
79,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.42551e-07,5.5394e-07
80,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.91981e-07,6.29323e-07
81,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.63678e-07,2.00339e-07
82,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.71173e-07,7.67152e-07
83,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.66468e-07,1.72246e-07
84,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.90774e-07,1.04576e-07
85,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.47916e-07,7.11958e-07
86,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.07376e-07,9.78515e-07
87,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.06101e-07,4.92801e-07
88,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.34576e-07,2.78583e-07
89,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.39471e-07,4.77353e-07
90,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.90523e-07,7.89722e-07
91,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.91554e-07,6.47431e-07
92,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.52048e-07,3.1191e-07
93,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.98722e-07,9.80955e-07
94,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.22254e-07,8.89855e-07
95,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.4389e-07,8.64597e-07
96,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.04929e-07,1.65572e-07
97,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.69891e-07,1.01485e-07
98,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.4282e-07,4.21282e-07
99,243,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.96339e-07,1.13279e-07
0,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.75659e-07,1.7343e-07
1,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.19313e-07,8.00709e-07
2,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.27264e-07,6.33405e-07
3,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.94177e-07,5.8985e-07
4,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.54534e-07,5.09256e-07
5,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.27442e-07,5.48185e-07
6,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.1857e-07,8.32614e-07
7,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.38015e-07,1.04238e-07
8,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.79712e-07,3.73144e-07
9,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.49808e-07,2.73891e-07
10,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.54928e-07,8.53526e-07
11,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.18803e-07,8.6287e-07
12,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.58234e-07,3.4806e-07
13,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.99367e-07,1.01858e-07
14,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.13405e-07,8.30639e-07
15,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.38521e-07,2.08147e-07
16,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.80036e-07,9.44519e-07
17,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.51533e-07,1.9502e-07
18,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.35962e-07,8.54108e-07
19,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.62572e-07,5.44493e-07
20,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.58061e-07,6.17128e-07
21,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.48917e-07,6.01314e-07
22,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.41473e-07,4.02311e-07
23,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.89259e-07,6.06348e-07
24,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.85498e-07,4.09017e-07
25,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.35013e-07,3.31603e-07
26,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.53826e-07,5.54976e-07
27,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.75381e-07,7.64456e-07
28,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.94165e-07,7.49006e-07
29,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.705e-07,9.93127e-07
30,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.90252e-07,9.22424e-07
31,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.07065e-07,6.03505e-07
32,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.03217e-07,1.99027e-07
33,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.68728e-07,6.15521e-07
34,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.67933e-07,7.77872e-07
35,244,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.89611e-07,5.32981e-07
